country,high_quality
"Korea, North",0.1794871794871795
Saudi Arabia,0.13445378151260504
Central African Republic,0.11764705882352941
Romania,0.11494252873563218
Mauritania,0.09615384615384616
Tuvalu,0.09090909090909091
Bhutan,0.09090909090909091
Dominica,0.08333333333333333
United States,0.07509157509157509
Benin,0.07446808510638298
